,gvkey,fiscal_year,fiscal_month
9653,18036,2010.0,12.0
9654,18036,2011.0,12.0
9655,18036,2012.0,12.0
9656,18036,2013.0,12.0
9657,18036,2014.0,12.0
9658,18036,2015.0,12.0
9659,18109,2010.0,12.0
9660,18109,2011.0,12.0
9661,18109,2012.0,12.0
9662,18109,2013.0,12.0
9663,18109,2014.0,12.0
9664,18109,2015.0,12.0
9665,18235,2012.0,12.0
9666,18235,2013.0,12.0
9667,18235,2014.0,12.0
9668,18235,2015.0,12.0
9669,18246,2009.0,12.0
9670,18246,2010.0,12.0
9671,18246,2011.0,12.0
9672,18246,2012.0,12.0
9673,18246,2013.0,12.0
9674,18246,2014.0,12.0
9675,18246,2015.0,12.0
9676,18287,2011.0,12.0
9677,18287,2012.0,12.0
9678,18287,2013.0,12.0
9679,18287,2014.0,12.0
9680,18287,2015.0,12.0
9681,18293,2010.0,12.0
9682,18293,2011.0,12.0
9683,18293,2012.0,12.0
9684,18293,2013.0,12.0
9685,18293,2014.0,12.0
9686,18293,2015.0,12.0
9687,18312,2010.0,12.0
9688,18312,2011.0,12.0
9689,18312,2012.0,12.0
9690,18312,2013.0,12.0
9691,18312,2014.0,12.0
9692,18312,2015.0,12.0
9693,18364,2006.0,12.0
9694,18364,2007.0,12.0
9695,18364,2008.0,12.0
9696,18364,2009.0,12.0
9697,18364,2010.0,12.0
9698,18364,2011.0,12.0
9699,18364,2012.0,12.0
9700,18383,2011.0,12.0
9701,18383,2012.0,12.0
9702,18383,2013.0,12.0
9703,18383,2014.0,12.0
9704,18383,2015.0,12.0
9705,18431,2011.0,12.0
9706,18431,2012.0,12.0
9707,18431,2013.0,12.0
9708,18431,2014.0,12.0
9709,18431,2015.0,12.0
9710,18432,2008.0,12.0
9711,18432,2009.0,12.0
9712,18432,2010.0,12.0
9713,18432,2011.0,12.0
9714,18432,2012.0,12.0
9715,18432,2013.0,12.0
9716,18432,2014.0,12.0
9717,18432,2015.0,12.0
9718,18438,2011.0,12.0
9719,18438,2012.0,12.0
9720,18438,2013.0,12.0
9721,18438,2014.0,12.0
9722,18465,2010.0,12.0
9723,18465,2011.0,12.0
9724,18465,2012.0,12.0
9725,18465,2013.0,12.0
9726,18465,2014.0,12.0
9727,18465,2015.0,12.0
9728,18498,2011.0,12.0
9729,18498,2012.0,12.0
9730,18498,2013.0,12.0
9731,18498,2014.0,12.0
9732,18498,2015.0,12.0
9733,18573,2010.0,12.0
9734,18573,2011.0,12.0
9735,18573,2012.0,12.0
9736,18573,2013.0,12.0
9737,18573,2014.0,12.0
9738,18573,2015.0,12.0
9739,18675,2010.0,1.0
9740,18675,2011.0,1.0
9741,18675,2012.0,1.0
9742,18675,2013.0,1.0
9743,18675,2014.0,1.0
9744,18675,2015.0,1.0
9745,18679,2011.0,12.0
9746,18679,2012.0,12.0
9747,18679,2013.0,12.0
9748,18679,2014.0,12.0
9749,18679,2015.0,12.0
9750,18683,2010.0,1.0
9751,18683,2011.0,1.0
9752,18683,2012.0,1.0
9753,18683,2013.0,1.0
9754,18683,2014.0,1.0
9755,18683,2015.0,1.0
9756,18792,2011.0,12.0
9757,18792,2012.0,12.0
9758,18792,2013.0,12.0
9759,18792,2014.0,12.0
9760,18792,2015.0,12.0
9761,18841,2010.0,12.0
9762,18841,2011.0,12.0
9763,18841,2012.0,12.0
9764,18841,2013.0,12.0
9765,18841,2014.0,12.0
9766,18841,2015.0,12.0
9767,18842,2010.0,2.0
9768,18842,2011.0,2.0
9769,18842,2012.0,2.0
9770,18842,2013.0,2.0
9771,18842,2014.0,2.0
9772,18842,2015.0,2.0
9773,18872,2011.0,12.0
9774,18872,2012.0,12.0
9775,18872,2013.0,12.0
9776,18872,2014.0,12.0
9777,18872,2015.0,12.0
9779,18965,,
9780,18965,2014.0,12.0
9781,18965,2015.0,12.0
9782,19021,2009.0,12.0
9783,19021,2010.0,12.0
9784,19021,2011.0,12.0
9785,19021,2012.0,12.0
9786,19021,2013.0,12.0
9787,19021,2014.0,12.0
9788,19021,2015.0,12.0
9789,19071,2014.0,12.0
9790,19071,2015.0,12.0
9791,19171,2011.0,12.0
9792,19171,2012.0,12.0
9793,19171,2013.0,12.0
9794,19171,2014.0,12.0
9795,19171,2015.0,12.0
9796,19190,2012.0,6.0
9797,19190,2013.0,6.0
9798,19190,2014.0,6.0
9799,19190,2015.0,6.0
9800,19273,2011.0,12.0
9801,19273,2012.0,12.0
9802,19273,2013.0,12.0
9803,19273,2014.0,12.0
9804,19273,2015.0,12.0
9805,19377,2011.0,12.0
9806,19377,2012.0,12.0
9807,19377,2013.0,12.0
9808,19377,2014.0,12.0
9809,19377,2015.0,12.0
9810,19398,2006.0,12.0
9811,19398,2007.0,12.0
9812,19398,2008.0,12.0
9813,19398,2009.0,12.0
9814,19398,2010.0,12.0
9815,19398,2011.0,12.0
9816,19398,2012.0,12.0
9817,19398,2013.0,12.0
9818,19398,2014.0,12.0
9819,19398,2015.0,12.0
9820,19427,2006.0,12.0
9821,19442,2011.0,12.0
9822,19442,2012.0,12.0
9823,19442,2013.0,12.0
9824,19442,2014.0,12.0
9825,19442,2015.0,12.0
9827,19484,,
9828,19484,2013.0,12.0
9829,19484,2014.0,12.0
9830,19484,2015.0,12.0
9831,19507,2010.0,12.0
9832,19507,2011.0,12.0
9833,19507,2012.0,12.0
9834,19507,2013.0,12.0
9835,19507,2014.0,12.0
9836,19507,2015.0,12.0
9837,19517,2011.0,12.0
9838,19517,2012.0,12.0
9839,19517,2013.0,12.0
9840,19517,2014.0,12.0
9841,19517,2015.0,12.0
9842,19574,2011.0,12.0
9843,19574,2012.0,12.0
9844,19574,2013.0,12.0
9845,19574,2014.0,12.0
9846,19574,2015.0,12.0
9847,19578,2012.0,12.0
9848,19578,2013.0,12.0
9849,19578,2014.0,12.0
9850,19578,2015.0,12.0
9851,19580,2008.0,12.0
9852,19580,2009.0,12.0
9853,19580,2010.0,12.0
9854,19580,2011.0,12.0
9855,19580,2012.0,12.0
9856,19580,2013.0,12.0
9857,19580,2014.0,12.0
9858,19580,2015.0,12.0
9859,19581,2010.0,1.0
9860,19581,2011.0,1.0
9861,19581,2012.0,1.0
9862,19581,2013.0,1.0
9863,19581,2014.0,1.0
9864,19581,2015.0,1.0
9865,19582,2011.0,12.0
9867,19582,2012.0,12.0
9869,19582,2013.0,12.0
9871,19582,2014.0,12.0
9873,19582,2015.0,12.0
9874,19800,2013.0,12.0
9875,19800,2014.0,12.0
9876,19800,2015.0,12.0
9877,19843,2009.0,12.0
9878,19843,2010.0,12.0
9879,19843,2011.0,12.0
9880,19843,2012.0,12.0
9881,19843,2013.0,12.0
9882,19843,2014.0,12.0
9883,19843,2015.0,12.0
9884,19974,2011.0,12.0
9885,19974,2012.0,12.0
9886,19974,2013.0,12.0
9887,19974,2014.0,12.0
9888,19974,2015.0,12.0
9889,19985,2006.0,10.0
9890,19985,2007.0,10.0
9891,19985,2008.0,10.0
9892,19985,2009.0,10.0
9893,19985,2010.0,10.0
9894,19985,2011.0,10.0
9895,19985,2012.0,10.0
9896,19985,2013.0,10.0
9897,19985,2014.0,10.0
9898,19985,2015.0,10.0
9899,19998,2013.0,12.0
9900,19998,2014.0,12.0
9901,19998,2015.0,12.0
9902,20105,2010.0,12.0
9903,20105,2011.0,12.0
9904,20105,2012.0,12.0
9905,20105,2013.0,12.0
9906,20105,2014.0,12.0
9907,20105,2015.0,12.0
9908,20115,2006.0,6.0
9909,20115,2007.0,6.0
9910,20115,2008.0,6.0
9911,20115,,
9912,20115,2011.0,6.0
9913,20115,2012.0,6.0
9914,20115,2013.0,6.0
9915,20115,2014.0,6.0
9916,20115,2015.0,6.0
9917,20134,2006.0,12.0
9918,20134,2007.0,12.0
9919,20168,2012.0,12.0
9920,20168,2013.0,12.0
9921,20168,2014.0,12.0
9922,20168,2015.0,12.0
9923,20185,2006.0,9.0
9924,20185,2007.0,9.0
9925,20185,2008.0,9.0
9926,20185,2009.0,9.0
9927,20185,2010.0,9.0
9928,20185,2011.0,9.0
9929,20185,2012.0,9.0
9930,20185,2013.0,9.0
9931,20185,2014.0,9.0
9932,20185,2015.0,9.0
9933,20204,2006.0,12.0
9934,20204,2007.0,12.0
9935,20204,2008.0,12.0
9936,20204,2009.0,12.0
9937,20204,2010.0,12.0
9938,20204,2011.0,12.0
9939,20204,2012.0,12.0
9940,20204,2013.0,12.0
9941,20204,2014.0,12.0
9942,20204,2015.0,12.0
9943,20232,2011.0,10.0
9944,20232,2012.0,10.0
9945,20232,2013.0,10.0
9946,20232,2014.0,10.0
9947,20232,2015.0,10.0
9948,20338,2006.0,12.0
9949,20338,2007.0,12.0
9950,20338,2008.0,12.0
9951,20338,2009.0,12.0
9952,20338,2010.0,12.0
9953,20338,2011.0,12.0
9954,20338,2012.0,12.0
9955,20338,2013.0,12.0
9956,20338,2014.0,12.0
9957,20338,2015.0,12.0
9959,20344,,
9961,20344,2012.0,12.0
9963,20344,2013.0,12.0
9965,20344,2014.0,12.0
9967,20344,2015.0,12.0
9968,20412,2012.0,12.0
9969,20412,2013.0,12.0
9970,20412,2014.0,12.0
9971,20412,2015.0,12.0
9972,20423,2006.0,12.0
9973,20423,2007.0,12.0
9974,20423,2008.0,12.0
9975,20423,2009.0,12.0
9976,20423,2010.0,12.0
9977,20423,2011.0,12.0
9978,20423,2012.0,12.0
9979,20423,2013.0,12.0
9980,20423,2014.0,12.0
9981,20423,2015.0,12.0
9982,20430,2012.0,12.0
9983,20430,2013.0,12.0
9985,20430,2014.0,12.0
9987,20430,2015.0,12.0
9988,20502,2010.0,12.0
9989,20502,2011.0,12.0
9990,20502,2012.0,12.0
9991,20502,2013.0,12.0
9992,20502,2014.0,12.0
9993,20502,2015.0,12.0
9994,20513,2012.0,12.0
9995,20513,2013.0,12.0
9996,20513,2014.0,12.0
9997,20513,2015.0,12.0
9998,20521,2012.0,12.0
9999,20521,2013.0,12.0
10000,20521,2014.0,12.0
10001,20521,2015.0,12.0
10002,20539,2012.0,12.0
10003,20539,2013.0,12.0
10004,20539,2014.0,12.0
10005,20539,2015.0,12.0
10006,20570,2006.0,12.0
10007,20570,2007.0,12.0
10008,20570,2008.0,12.0
10009,20570,2009.0,12.0
10010,20570,2010.0,12.0
10011,20570,2011.0,12.0
10012,20570,2012.0,12.0
10013,20570,2013.0,12.0
10014,20570,2014.0,12.0
10015,20570,2015.0,12.0
10016,20653,2006.0,12.0
10017,20653,2007.0,12.0
10018,20653,2008.0,12.0
10019,20653,2009.0,12.0
10020,20653,2010.0,12.0
10021,20653,2011.0,12.0
10022,20653,2012.0,12.0
10023,20653,2013.0,12.0
10024,20653,2014.0,12.0
10025,20653,2015.0,12.0
10026,20686,2011.0,12.0
10027,20686,2012.0,12.0
10029,20686,2013.0,12.0
10031,20686,2014.0,12.0
10033,20686,2015.0,12.0
10034,20722,2006.0,12.0
10035,20722,2007.0,12.0
10036,20722,2008.0,12.0
10037,20739,2012.0,12.0
10038,20739,2013.0,12.0
10039,20739,2014.0,12.0
10040,20739,2015.0,12.0
10041,20779,2006.0,7.0
10042,20779,2007.0,7.0
10043,20779,2008.0,7.0
10044,20779,2009.0,7.0
10045,20779,2010.0,7.0
10046,20779,2011.0,7.0
10047,20779,2012.0,7.0
10048,20779,2013.0,7.0
10049,20779,2014.0,7.0
10050,20779,2015.0,7.0
10051,20783,2006.0,6.0
10052,20783,2007.0,6.0
10053,20783,2008.0,6.0
10054,20904,2006.0,9.0
10055,20904,2007.0,9.0
10056,20904,2008.0,9.0
10057,20904,2009.0,9.0
10058,20904,2010.0,9.0
10059,20904,2011.0,9.0
10060,20904,2012.0,9.0
10061,20904,2013.0,9.0
10062,20904,2014.0,9.0
10063,20904,2015.0,9.0
10064,20909,2006.0,12.0
10065,20909,2007.0,12.0
10066,20909,2008.0,12.0
10067,20967,2010.0,12.0
10068,20967,2011.0,12.0
10069,20967,2012.0,12.0
10070,20967,2013.0,12.0
10071,20967,2014.0,12.0
10072,20967,2015.0,12.0
10074,21061,2006.0,12.0
10076,21061,2007.0,12.0
10078,21061,2008.0,12.0
10080,21061,2009.0,12.0
10082,21061,2010.0,12.0
10084,21061,2011.0,12.0
10085,21124,2011.0,12.0
10086,21124,2012.0,12.0
10087,21124,2013.0,12.0
10088,21124,2014.0,12.0
10089,21124,2015.0,12.0
10090,21244,2006.0,12.0
10091,21244,2007.0,12.0
10092,21352,2012.0,12.0
10093,21352,2013.0,12.0
10094,21352,2014.0,12.0
10095,21352,2015.0,12.0
10096,21431,2010.0,12.0
10097,21431,2011.0,12.0
10098,21431,2012.0,12.0
10099,21431,2013.0,12.0
10100,21431,2014.0,12.0
10101,21431,2015.0,12.0
10102,21436,2006.0,12.0
10103,21436,2007.0,12.0
10104,21436,2008.0,12.0
10105,21436,2009.0,12.0
10106,21436,2010.0,12.0
10107,21436,2011.0,12.0
10108,21436,2012.0,12.0
10109,21436,2013.0,12.0
10110,21436,2014.0,12.0
10111,21436,2015.0,12.0
10112,21487,2006.0,12.0
10113,21487,2007.0,12.0
10114,21487,2008.0,12.0
10115,21487,2009.0,12.0
10116,21487,2010.0,12.0
10117,21487,2011.0,12.0
10118,21487,2012.0,12.0
10119,21487,2013.0,12.0
10120,21487,2014.0,12.0
10121,21487,2015.0,12.0
10122,21496,2006.0,12.0
10123,21496,2007.0,12.0
10124,21496,2008.0,12.0
10125,21496,2009.0,12.0
10126,21496,2010.0,12.0
10127,21496,2011.0,12.0
10128,21496,2012.0,12.0
10129,21496,2013.0,12.0
10131,21503,2006.0,12.0
10133,21503,2007.0,12.0
10135,21503,2008.0,12.0
10137,21503,2009.0,12.0
10139,21503,2010.0,12.0
10141,21503,2011.0,12.0
10143,21503,2012.0,12.0
10145,21503,2013.0,12.0
10147,21503,2014.0,12.0
10149,21503,2015.0,12.0
10150,21515,2011.0,12.0
10151,21515,2012.0,12.0
10152,21515,2013.0,12.0
10153,21515,2014.0,12.0
10154,21515,2015.0,12.0
10155,21701,2006.0,12.0
10156,21761,2013.0,6.0
10157,21761,2014.0,6.0
10158,21761,2015.0,6.0
10159,21808,2014.0,12.0
10160,21808,2015.0,12.0
10162,21825,2012.0,12.0
10164,21825,2013.0,12.0
10166,21825,2014.0,12.0
10168,21825,2015.0,12.0
10169,21845,2009.0,12.0
10170,21845,2010.0,12.0
10171,21845,2011.0,12.0
10172,21845,2012.0,12.0
10173,21845,2013.0,12.0
10174,21845,2014.0,12.0
10175,21845,2015.0,12.0
10176,22140,2006.0,12.0
10177,22140,2007.0,12.0
10178,22221,2006.0,12.0
10179,22221,2007.0,12.0
10180,22221,2008.0,12.0
10181,22221,2009.0,12.0
10182,22260,2006.0,12.0
10183,22260,2007.0,12.0
10184,22260,2008.0,12.0
10185,22260,2009.0,12.0
10186,22260,2010.0,12.0
10187,22260,2011.0,12.0
10188,22260,2012.0,12.0
10189,22260,2013.0,12.0
10190,22260,2014.0,12.0
10191,22260,2015.0,12.0
10192,22325,2006.0,3.0
10193,22325,2007.0,3.0
10194,22325,2008.0,3.0
10195,22325,2009.0,3.0
10196,22325,2010.0,3.0
10197,22325,2011.0,3.0
10198,22325,2012.0,3.0
10199,22325,2013.0,3.0
10200,22325,2014.0,3.0
10201,22325,2015.0,3.0
10202,22343,2009.0,12.0
10203,22343,2010.0,12.0
10204,22343,2011.0,12.0
10205,22343,2012.0,12.0
10206,22343,2013.0,12.0
10207,22343,2014.0,12.0
10208,22343,2015.0,1.0
10209,22405,2011.0,12.0
10210,22405,2012.0,12.0
10211,22405,2013.0,12.0
10212,22405,2014.0,12.0
10213,22405,2015.0,12.0
10214,22447,2006.0,12.0
10215,22447,2007.0,12.0
10216,22447,2008.0,12.0
10217,22447,2009.0,12.0
10218,22447,2010.0,12.0
10219,22447,2011.0,12.0
10220,22447,2012.0,12.0
10221,22447,2013.0,12.0
10222,22447,2014.0,12.0
10223,22447,2015.0,12.0
10224,22583,2012.0,4.0
10225,22583,2013.0,4.0
10226,22583,2014.0,4.0
10227,22583,2015.0,4.0
10228,22632,2006.0,6.0
10229,22632,2007.0,6.0
10230,22632,2008.0,6.0
10231,22632,2009.0,6.0
10232,22632,2010.0,6.0
10233,22632,2011.0,6.0
10234,22632,2012.0,6.0
10235,22632,2013.0,6.0
10236,22632,2014.0,6.0
10237,22632,2015.0,6.0
10238,22653,2010.0,3.0
10239,22653,2011.0,3.0
10240,22653,2012.0,3.0
10241,22653,2013.0,3.0
10242,22653,2014.0,3.0
10243,22653,2015.0,3.0
10244,22734,2010.0,12.0
10245,22734,2011.0,12.0
10246,22734,2012.0,12.0
10247,22734,2013.0,12.0
10248,22734,2014.0,12.0
10249,22734,2015.0,12.0
10250,22741,2011.0,12.0
10251,22741,2012.0,12.0
10252,22741,2013.0,12.0
10253,22741,2014.0,12.0
10254,22741,2015.0,12.0
10255,22794,2006.0,9.0
10256,22794,2007.0,9.0
10257,22794,2008.0,9.0
10258,22794,2009.0,9.0
10259,22815,2006.0,12.0
10260,22815,2007.0,12.0
10261,22815,2008.0,12.0
10262,22815,2009.0,12.0
10263,22815,2010.0,12.0
10264,22815,2011.0,12.0
10265,22815,2012.0,12.0
10266,22815,2013.0,12.0
10267,22815,2014.0,12.0
10268,22815,2015.0,12.0
10269,22829,2006.0,12.0
10270,22829,2007.0,12.0
10271,22829,2008.0,12.0
10272,22829,2009.0,12.0
10273,22829,2010.0,12.0
10274,22829,2011.0,12.0
10275,22839,2006.0,12.0
10276,23002,2006.0,12.0
10277,23002,2007.0,12.0
10278,23002,2008.0,12.0
10279,23002,2009.0,12.0
10280,23002,2010.0,12.0
10281,23002,2011.0,12.0
10282,23002,2012.0,12.0
10283,23002,2013.0,12.0
10284,23002,2014.0,12.0
10285,23002,2015.0,12.0
10287,23006,2006.0,12.0
10289,23006,2007.0,12.0
10291,23006,2008.0,12.0
10293,23006,2009.0,12.0
10295,23006,2010.0,12.0
10297,23006,2011.0,12.0
10298,23067,2006.0,12.0
10299,23067,2007.0,12.0
10300,23067,2008.0,12.0
10301,23067,2009.0,12.0
10302,23077,2012.0,12.0
10304,23077,2013.0,12.0
10306,23077,2014.0,12.0
10308,23077,2015.0,12.0
10309,23083,2011.0,9.0
10310,23083,2012.0,9.0
10311,23083,2013.0,9.0
10312,23083,2014.0,9.0
10313,23083,2015.0,9.0
10314,23084,2006.0,12.0
10315,23084,2007.0,12.0
10316,23084,2008.0,12.0
10317,23084,2009.0,12.0
10318,23084,2010.0,12.0
10319,23084,2011.0,12.0
10320,23084,2012.0,12.0
10321,23084,2013.0,12.0
10322,23084,2014.0,12.0
10323,23084,2015.0,12.0
10324,23093,2012.0,12.0
10325,23093,2013.0,12.0
10326,23093,2014.0,12.0
10327,23093,2015.0,12.0
10328,23220,2006.0,3.0
10329,23220,2007.0,3.0
10330,23220,2008.0,3.0
10331,23220,2009.0,3.0
10332,23220,2010.0,3.0
10333,23220,2011.0,3.0
10334,23220,2012.0,3.0
10335,23220,2013.0,3.0
10336,23220,2014.0,3.0
10337,23220,2015.0,12.0
10338,23225,2012.0,12.0
10339,23225,2013.0,12.0
10340,23225,2014.0,12.0
10341,23225,2015.0,12.0
10342,23252,2006.0,6.0
10343,23252,2007.0,6.0
10344,23252,2008.0,6.0
10345,23252,2009.0,6.0
10346,23252,2010.0,6.0
10347,23252,2011.0,6.0
10348,23252,2012.0,6.0
10349,23252,2013.0,6.0
10350,23252,2014.0,6.0
10351,23252,2015.0,6.0
10352,23353,2013.0,12.0
10353,23353,2014.0,12.0
10354,23353,2015.0,12.0
10355,23465,2006.0,12.0
10356,23465,2007.0,12.0
10357,23465,2008.0,12.0
10358,23465,2009.0,12.0
10359,23465,2010.0,12.0
10360,23465,2011.0,12.0
10361,23465,2012.0,12.0
10362,23465,2013.0,12.0
10363,23465,2014.0,12.0
10364,23465,2015.0,12.0
10365,23485,2006.0,12.0
10366,23485,2007.0,12.0
10367,23485,2008.0,12.0
10368,23485,2009.0,12.0
10369,23485,2010.0,12.0
10370,23485,2011.0,12.0
10371,23485,2012.0,12.0
10372,23485,2013.0,12.0
10373,23485,2014.0,12.0
10374,23485,2015.0,12.0
10375,23540,2013.0,12.0
10376,23540,2014.0,12.0
10377,23540,2015.0,12.0
10378,23697,2006.0,8.0
10379,23697,2007.0,8.0
10380,23697,2008.0,8.0
10381,23697,2009.0,8.0
10382,23697,2010.0,8.0
10383,23697,2011.0,8.0
10384,23697,2012.0,8.0
10385,23697,2013.0,8.0
10386,23697,2014.0,8.0
10387,23697,2015.0,8.0
10388,23714,2006.0,12.0
10389,23714,2007.0,12.0
10390,23714,2008.0,12.0
10391,23714,2009.0,12.0
10392,23714,2010.0,12.0
10393,23714,2011.0,12.0
10394,23714,2012.0,12.0
10395,23714,2013.0,12.0
10396,23714,2014.0,12.0
10397,23714,2015.0,12.0
10399,23793,2006.0,12.0
10401,23793,2007.0,12.0
10403,23793,2008.0,12.0
10405,23793,2009.0,12.0
10407,23793,2010.0,12.0
10409,23793,2011.0,12.0
10411,23793,2012.0,12.0
10413,23793,2013.0,12.0
10415,23793,2014.0,12.0
10417,23793,2015.0,12.0
10418,23809,2006.0,8.0
10419,23809,2007.0,8.0
10420,23809,2008.0,8.0
10421,23809,2009.0,8.0
10422,23809,2010.0,8.0
10423,23809,2011.0,8.0
10424,23809,2012.0,8.0
10425,23809,2013.0,8.0
10426,23809,2014.0,8.0
10427,23809,2015.0,8.0
10428,23810,2006.0,12.0
10429,23810,2007.0,12.0
10430,23810,2008.0,12.0
10431,23810,2009.0,12.0
10432,23810,2010.0,12.0
10433,23810,2011.0,12.0
10434,23810,2012.0,12.0
10435,23810,2013.0,12.0
10436,23810,2014.0,12.0
10437,23810,2015.0,12.0
10438,23827,2011.0,12.0
10439,23827,2012.0,12.0
10440,23827,2013.0,12.0
10441,23827,2014.0,12.0
10442,23827,2015.0,12.0
10443,23864,2013.0,12.0
10444,23864,2014.0,12.0
10445,23864,2015.0,12.0
10446,23877,2006.0,12.0
10447,23877,2007.0,12.0
10448,23877,2008.0,12.0
10449,23877,2009.0,12.0
10450,23877,2010.0,12.0
10451,23877,2011.0,12.0
10452,23877,2012.0,12.0
10453,23929,2006.0,9.0
10454,23929,2007.0,9.0
10455,23929,2008.0,9.0
10456,23929,2009.0,9.0
10457,23945,2006.0,12.0
10458,23945,2007.0,12.0
10459,23945,2008.0,12.0
10460,23945,2009.0,12.0
10461,23945,2010.0,12.0
10462,23978,2006.0,12.0
10463,23978,2007.0,12.0
10464,23978,2008.0,12.0
10465,23978,2009.0,12.0
10466,23978,2010.0,12.0
10467,23978,2011.0,12.0
10468,23978,2012.0,12.0
10469,23978,2013.0,12.0
10470,23978,2014.0,12.0
10471,23978,2015.0,12.0
10472,23988,2006.0,12.0
10473,23988,2007.0,12.0
10474,23988,2008.0,12.0
10475,23988,2009.0,12.0
10476,23988,2010.0,12.0
10477,23988,2011.0,12.0
10478,23988,2012.0,12.0
10479,24008,2006.0,12.0
10480,24032,2006.0,12.0
10481,24032,2007.0,12.0
10482,24032,2008.0,12.0
10483,24032,2009.0,12.0
10484,24032,2010.0,12.0
10485,24032,2011.0,12.0
10486,24032,2012.0,12.0
10487,24032,2013.0,12.0
10488,24076,2010.0,1.0
10489,24076,2011.0,1.0
10490,24076,2012.0,1.0
10491,24076,2013.0,1.0
10492,24076,2014.0,1.0
10493,24076,2015.0,1.0
10494,24157,2006.0,12.0
10495,24157,2007.0,12.0
10496,24157,2008.0,12.0
10497,24157,2009.0,12.0
10498,24157,2010.0,12.0
10499,24157,2011.0,12.0
10500,24157,2012.0,12.0
10501,24157,2013.0,12.0
10502,24157,2014.0,12.0
10503,24157,2015.0,12.0
10504,24186,2006.0,12.0
10505,24216,2006.0,12.0
10506,24216,2007.0,12.0
10507,24216,2008.0,12.0
10508,24216,2009.0,12.0
10509,24216,2010.0,12.0
10510,24216,2011.0,12.0
10511,24216,2012.0,12.0
10512,24216,2013.0,12.0
10513,24216,2014.0,12.0
10514,24216,2015.0,12.0
10515,24219,2006.0,12.0
10516,24219,2007.0,12.0
10517,24219,2008.0,12.0
10518,24219,2009.0,12.0
10519,24219,2010.0,12.0
10521,24232,2006.0,12.0
10523,24232,2007.0,12.0
10525,24232,2008.0,12.0
10527,24232,2009.0,12.0
10529,24232,2010.0,12.0
10531,24232,2011.0,12.0
10533,24232,2012.0,12.0
10535,24232,2013.0,12.0
10537,24232,2014.0,12.0
10539,24232,2015.0,12.0
10541,24233,2006.0,12.0
10543,24233,2007.0,12.0
10545,24233,2008.0,12.0
10547,24233,2009.0,12.0
10549,24233,2010.0,12.0
10551,24233,2011.0,12.0
10553,24233,2012.0,12.0
10555,24233,2013.0,12.0
10557,24233,2014.0,12.0
10559,24233,2015.0,12.0
10560,24283,2006.0,4.0
10561,24283,2007.0,4.0
10562,24283,2008.0,4.0
10563,24283,2009.0,4.0
10564,24283,2010.0,4.0
10565,24283,2011.0,4.0
10566,24283,2012.0,4.0
10567,24283,2013.0,4.0
10569,24287,2006.0,12.0
10571,24287,2007.0,12.0
10573,24287,2008.0,12.0
10575,24287,2009.0,12.0
10577,24287,2010.0,12.0
10579,24287,2011.0,12.0
10581,24287,2012.0,12.0
10583,24287,2013.0,12.0
10585,24287,2014.0,12.0
10587,24287,2015.0,12.0
10588,24291,2006.0,12.0
10589,24291,2007.0,12.0
10590,24291,2008.0,12.0
10591,24291,2009.0,12.0
10592,24291,2010.0,12.0
10593,24291,2011.0,12.0
10594,24291,2012.0,12.0
10595,24291,2013.0,12.0
10596,24291,2014.0,12.0
10597,24291,2015.0,12.0
10598,24293,2006.0,12.0
10599,24293,2007.0,12.0
10600,24293,2008.0,12.0
10601,24293,2009.0,12.0
10602,24293,2010.0,12.0
10603,24293,2011.0,12.0
10604,24293,2012.0,12.0
10605,24293,2013.0,12.0
10606,24293,2014.0,12.0
10607,24293,2015.0,12.0
10608,24351,2011.0,12.0
10609,24351,2012.0,12.0
10610,24351,2013.0,12.0
10611,24351,2014.0,12.0
10612,24351,2015.0,12.0
10613,24363,2006.0,12.0
10614,24363,2007.0,12.0
10615,24363,2008.0,12.0
10616,24363,2009.0,12.0
10617,24363,2010.0,12.0
10619,24379,2006.0,12.0
10621,24379,2007.0,12.0
10623,24379,2008.0,12.0
10625,24379,2009.0,12.0
10627,24379,2010.0,12.0
10629,24379,2011.0,12.0
10631,24379,2012.0,12.0
10633,24379,2013.0,12.0
10635,24379,2014.0,12.0
10637,24379,2015.0,12.0
10638,24396,2006.0,8.0
10639,24396,2007.0,8.0
10640,24396,2008.0,8.0
10641,24396,2009.0,12.0
10642,24396,2010.0,12.0
10643,24396,2011.0,12.0
10644,24396,2012.0,12.0
10645,24396,2013.0,12.0
10646,24396,2014.0,12.0
10647,24396,2015.0,12.0
10648,24405,2006.0,12.0
10649,24405,2007.0,12.0
10650,24405,2008.0,12.0
10651,24405,2009.0,12.0
10652,24405,2010.0,12.0
10653,24405,2011.0,12.0
10654,24405,2012.0,12.0
10655,24405,2013.0,12.0
10656,24405,2014.0,12.0
10657,24405,2015.0,12.0
10658,24415,2006.0,12.0
10659,24415,2007.0,12.0
10660,24415,2008.0,12.0
10661,24415,2009.0,12.0
10662,24415,2010.0,12.0
10663,24415,2011.0,12.0
10664,24415,2012.0,12.0
10665,24415,2013.0,12.0
10666,24415,2014.0,12.0
10667,24415,2015.0,12.0
10669,24440,2006.0,12.0
10671,24440,2007.0,12.0
10673,24440,2008.0,12.0
10675,24440,2009.0,12.0
10677,24440,2010.0,12.0
10679,24440,2011.0,12.0
10681,24440,2012.0,12.0
10683,24440,2013.0,12.0
10685,24440,2014.0,12.0
10687,24440,2015.0,12.0
10689,24447,2006.0,12.0
10691,24447,2007.0,12.0
10693,24447,2008.0,12.0
